"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
385,15.53333,120.05000,"Masinloc","osm-id 198494168",,"City (Medium)",01/18/08,12:45:47 PM
2238,14.39699,120.96518,"Imus","osm-id 198492649",,"City (Medium)",04/01/08,04:51:14 PM
3949,11.35000,124.86667,"San Miguel","osm-id 198504553",,"City (Medium)",01/18/08,12:48:01 PM
4836,7.73333,122.21667,"Siocon","osm-id 198525032",,"City (Medium)",01/18/08,01:28:44 PM
4868,7.73333,123.00000,"Diplahan","osm-id 198498520",,"City (Medium)",01/18/08,12:42:54 PM
2228,14.73334,121.65000,"Infanta","osm-id 198498214",,"City (Medium)",01/28/09,03:43:32 AM
5869,7.73333,124.05000,"Pualas","osm-id 198518627",,"City (Medium)",01/18/08,01:38:34 PM
2230,14.74845,121.94101,"Polillo","osm-id 198501487",,"City (Medium)",10/15/08,11:56:56 PM
4446,11.20000,123.73333,"Bantayan","osm-id 198490709",,"City (Medium)",01/18/08,01:27:01 PM
4834,7.78350,123.74420,"Sultan Naga Dimaporo","osm-id 198502320",,"City (Medium)",12/12/08,09:42:59 AM
5934,7.60000,126.18333,"Boston","osm-id 198499196",,"City (Medium)",01/18/08,12:42:19 PM
102,17.80000,120.45000,"Cabugao","osm-id 198491070",,"City (Medium)",01/18/08,01:25:57 PM
5937,7.43333,126.00000,"San Mariano","osm-id 198512255",,"City (Medium)",01/18/08,01:32:57 PM
4719,8.52460,123.71970,"Lopez Jaena","osm-id 198529703",,"City (Medium)",02/12/08,02:29:41 PM
4840,7.30000,122.10000,"Sibuco","osm-id 198518972",,"City (Medium)",01/18/08,01:38:32 PM
5508,9.93593,126.08869,"San Isidro","osm-id 198528199",,"City (Medium)",07/20/08,07:21:19 AM
4424,10.91667,122.73333,"Barotac Neuvo","osm-id 198490703",,"City (Medium)",01/18/08,01:26:56 PM
2219,14.49991,121.29524,"Tanay","osm-id 255070173",,"City (Medium)",01/29/09,03:55:18 AM
566,14.88333,120.86667,"Plaridel","osm-id 198511478",,"City (Medium)",04/01/08,04:36:50 PM
4419,11.00000,122.71667,"Anilao","osm-id 198500279",,"City (Medium)",01/18/08,12:43:06 PM
177,18.26667,121.81667,"Buguey","osm-id 198526165",,"City (Medium)",01/18/08,01:29:28 PM
4420,11.06667,122.88333,"Barotac Viejo","osm-id 198528651",,"City (Medium)",01/18/08,01:28:24 PM
2224,14.43333,121.40000,"Mabitac","osm-id 198512667",,"City (Medium)",04/01/08,04:38:27 PM
2226,14.45000,121.48333,"Famy","osm-id 198503954",,"City (Medium)",04/01/08,04:27:25 PM
2227,14.43333,121.48333,"Siniloan","osm-id 198506046",,"City (Medium)",04/01/08,05:03:35 PM
3297,11.88333,121.95000,"Malay","osm-id 198507046",,"City (Medium)",01/18/08,01:21:22 PM
257,16.83333,120.68333,"Bakun","osm-id 198503055",,"City (Medium)",01/18/08,01:23:48 PM
2216,14.46667,121.18333,"Binangonan","osm-id 198511996",,"City (Medium)",04/01/08,05:14:19 PM
353,16.10000,120.66667,"San Manuel","osm-id 198490586",,"City (Medium)",01/18/08,01:25:46 PM
4812,7.75000,122.51667,"Ipil","osm-id 198495725",,"City (Medium)",01/18/08,12:47:41 PM
4811,7.78333,122.43333,"Titay","osm-id 198527360",,"City (Medium)",01/18/08,01:27:18 PM
2284,14.36367,121.05318,"San Pedro","osm-id 255072060",,"City (Medium)",01/29/09,03:54:37 AM
4807,8.01667,122.68333,"Tampilisan","osm-id 198491048",,"City (Medium)",01/18/08,01:26:12 PM
4815,7.83333,122.78333,"Kabasalan","osm-id 198530367",,"City (Medium)",01/18/08,01:31:56 PM
4814,7.83333,122.75000,"Naga","osm-id 198496908",,"City (Medium)",01/18/08,12:41:11 PM
379,15.76667,120.03333,"Santa Cruz","osm-id 198502253",,"City (Medium)",01/18/08,01:23:29 PM
6073,6.65000,125.36667,"Padada","osm-id 198491166",,"City (Medium)",01/18/08,01:25:24 PM
4806,8.08780,123.59940,"Bonifacio","osm-id 198493501",,"City (Medium)",12/12/08,09:43:51 AM
2299,14.32189,121.08042,"Binan","osm-id 198531889",,"City (Medium)",09/28/08,10:48:18 AM
6101,5.93333,124.93333,"Maasim","osm-id 198505734",,"City (Medium)",01/18/08,12:48:41 PM
4810,8.07820,122.80510,"Salug","osm-id 198495427",,"City (Medium)",12/12/08,09:43:41 AM
280,16.20000,119.85000,"Bani","osm-id 198497778",,"City (Medium)",01/18/08,12:41:57 PM
2291,14.31077,121.01757,"Gen. Mariano Alvarez","osm-id 255065222",,"City (Medium)",01/29/09,03:55:14 AM
4826,7.83333,123.15000,"Lakewood","osm-id 198522227",,"City (Medium)",01/18/08,01:41:02 PM
4824,7.96667,123.73333,"Lala","osm-id 198524131",,"City (Medium)",01/18/08,01:39:33 PM
4823,7.96667,123.60000,"Aurora","osm-id 198511311",,"City (Medium)",01/18/08,01:33:30 PM
4822,7.93333,123.50000,"Tukuran","osm-id 198497430",,"City (Medium)",01/18/08,12:42:09 PM
4831,7.88333,123.70000,"Kapatagan","osm-id 198504173",,"City (Medium)",01/18/08,01:24:30 PM
4830,7.80000,123.36667,"Dumalinao","osm-id 198526524",,"City (Medium)",01/18/08,01:29:48 PM
5841,7.83333,125.10000,"San Fernando","osm-id 198511824",,"City (Medium)",01/18/08,01:32:26 PM
4818,7.94090,123.37620,"Labangan","osm-id 198532140",,"City (Medium)",12/12/08,09:42:36 AM
4816,7.80000,122.88333,"Siay","osm-id 198513469",,"City (Medium)",01/18/08,01:38:00 PM
5889,7.48333,124.60000,"Alamada","osm-id 198517300",,"City (Medium)",01/18/08,01:39:06 PM
6106,6.13167,125.64000,"Don Marcelino","osm-id 198490601",,"City (Medium)",12/12/08,09:43:34 AM
4828,7.75410,123.05000,"Buug","osm-id 198502507",,"City (Medium)",02/12/08,02:29:24 PM
4915,7.63160,123.33720,"Dinas","osm-id 198514308",,"City (Medium)",02/12/08,02:31:47 PM
4819,8.05410,123.56150,"Tambulig","osm-id 198500478",,"City (Medium)",12/12/08,09:43:52 AM
4820,8.00000,123.46667,"Ramon Magsaysay","osm-id 198495227",,"City (Medium)",01/18/08,12:46:43 PM
4492,10.71667,122.38333,"Tigbauan","osm-id 198522480",,"City (Medium)",01/18/08,01:40:32 PM
5207,10.90000,124.90000,"La Paz","osm-id 198522612",,"City (Medium)",01/18/08,01:40:39 PM
352,16.03333,120.55000,"Laoac","osm-id 198510484",,"City (Medium)",01/18/08,01:34:04 PM
5701,8.81667,124.81667,"Lagonglong","osm-id 198527265",,"City (Medium)",01/18/08,01:27:13 PM
5893,7.46667,124.95000,"Damulog","osm-id 198512283",,"City (Medium)",01/18/08,01:32:46 PM
5825,7.75000,124.21667,"Bayang","osm-id 198510078",,"City (Medium)",01/18/08,01:33:45 PM
347,16.00000,120.35000,"Calasiao","osm-id 198494119",,"City (Medium)",01/18/08,12:45:43 PM
6030,6.76667,124.86667,"Datu Paglas","osm-id 198515384",,"City (Medium)",01/18/08,01:36:48 PM
2873,13.16667,123.56667,"Guinobatan","osm-id 198492680",,"City (Medium)",01/18/08,12:44:56 PM
351,16.01667,120.45000,"Mapandan","osm-id 198509447",,"City (Medium)",01/18/08,01:35:48 PM
350,16.05000,120.58333,"Binalonan","osm-id 198490657",,"City (Medium)",01/18/08,01:26:51 PM
6031,6.68333,125.01667,"Columbio","osm-id 198531567",,"City (Medium)",01/18/08,01:30:03 PM
360,15.98333,120.41667,"Santa Barbara","osm-id 198497532",,"City (Medium)",01/18/08,12:42:09 PM
679,14.91667,122.01667,"Burdeos","osm-id 198511510",,"City (Medium)",01/18/08,01:33:21 PM
364,15.90000,120.58333,"Villasis","osm-id 198494317",,"City (Medium)",01/18/08,12:46:48 PM
363,15.90000,120.46667,"Malasiqui","osm-id 198513683",,"City (Medium)",01/18/08,01:37:06 PM
362,15.85000,120.40000,"Basista","osm-id 198491386",,"City (Medium)",01/18/08,01:24:57 PM
6034,6.63333,124.43333,"Isulan","osm-id 198516242",,"City (Medium)",01/18/08,01:36:21 PM
356,16.00000,120.66667,"Asingan","osm-id 198495131",,"City (Medium)",01/18/08,12:46:46 PM
355,16.04442,120.59426,"Binalonan","osm-id 30917598",,"City (Medium)",01/29/09,03:35:37 AM
3652,12.51667,124.48333,"San Jose","osm-id 198501647",,"City (Medium)",01/18/08,01:23:07 PM
358,16.05000,120.81667,"Natividad","osm-id 198501783",,"City (Medium)",01/18/08,01:23:03 PM
6035,6.51667,124.15000,"Kalamansig","osm-id 198526688",,"City (Medium)",01/18/08,01:29:45 PM
6188,5.19080,120.06180,"Balimbing","osm-id 198490808",,"City (Medium)",12/31/07,12:26:03 PM
332,16.01667,120.23333,"Lingayen","osm-id 198499092",,"City (Medium)",01/18/08,12:42:20 PM
331,16.00000,120.11667,"Labrador","osm-id 198495323",,"City (Medium)",01/18/08,12:47:28 PM
6186,5.25330,120.07240,"Languyan","osm-id 198509429",,"City (Medium)",12/12/08,09:43:14 AM
545,14.95000,120.78333,"Apalit","osm-id 198528762",,"City (Medium)",04/01/08,04:48:40 PM
5805,7.98333,124.33333,"Ramain / Ditsaan","osm-id 198495672",,"City (Medium)",01/18/08,12:47:38 PM
5341,10.35000,125.06667,"Libagon","osm-id 198531458",,"City (Medium)",01/18/08,01:30:07 PM
1849,14.52684,121.07177,"Taguig","osm-id 198499895",,"City (Medium)",11/01/08,09:45:10 PM
4961,6.30500,120.55400,"Pangutaran","osm-id 198514824",,"City (Medium)",12/12/08,09:43:23 AM
357,16.00000,120.73333,"Tayug","osm-id 198501028",,"City (Medium)",01/18/08,01:22:32 PM
5205,10.96667,124.85000,"Burauen","osm-id 198523741",,"City (Medium)",01/18/08,01:40:09 PM
6049,6.95071,125.46764,"Binugao","osm-id 325095156",,"City (Medium)",01/29/09,03:54:29 AM
340,16.15000,120.45000,"San Fabian","osm-id 198527396",,"City (Medium)",01/18/08,01:27:19 PM
6028,6.70000,124.76667,"President Quirino","osm-id 198508967",,"City (Medium)",01/18/08,01:34:42 PM
344,16.06667,120.40000,"Mangaldan","osm-id 198497579",,"City (Medium)",01/18/08,12:42:00 PM
343,16.08899,120.57622,"Pozrorubio","osm-id 30917596",,"City (Medium)",01/29/09,03:55:40 AM
342,16.13333,120.56667,"Pozorrubio","osm-id 198527294",,"City (Medium)",01/18/08,01:27:14 PM
6027,6.68333,124.68333,"Tacurong","osm-id 198511547",,"City (Medium)",01/18/08,01:33:20 PM
6026,6.73333,124.65000,"Mariano Marcos","osm-id 198499863",,"City (Medium)",01/18/08,12:43:10 PM
5293,10.30000,123.81667,"Talisay","osm-id 198513366",,"City (Medium)",01/18/08,01:37:53 PM
461,16.28333,122.00000,"Casiguran","osm-id 198500345",,"City (Medium)",01/18/08,12:43:08 PM
339,15.83333,120.20000,"Aguilar","osm-id 198506542",,"City (Medium)",01/18/08,01:21:03 PM
338,15.86667,120.01667,"Infanta","osm-id 198515653",,"City (Medium)",01/18/08,01:36:53 PM
398,15.70243,120.57952,"Moncada","osm-id 30917630",,"City (Medium)",01/29/09,03:55:37 AM
396,15.65000,120.25000,"Bamban","osm-id 198490584",,"City (Medium)",01/18/08,01:25:45 PM
6042,6.45000,124.71667,"Santo Nino","osm-id 198510516",,"City (Medium)",01/18/08,01:34:00 PM
407,15.66667,120.76667,"Guimba","osm-id 198494353",,"City (Medium)",01/18/08,12:46:53 PM
399,15.66667,120.56667,"Paniqui","osm-id 198499035",,"City (Medium)",01/18/08,12:42:33 PM
6043,6.45000,124.75000,"Banga","osm-id 198527848",,"City (Medium)",01/18/08,01:27:32 PM
6041,6.45000,124.48333,"Bagumbayan","osm-id 198491203",,"City (Medium)",01/18/08,01:25:13 PM
391,15.73333,120.26667,"Mangatarem","osm-id 198490685",,"City (Medium)",01/18/08,01:26:54 PM
390,15.81667,120.35000,"Urbiztondo","osm-id 198498365",,"City (Medium)",01/18/08,12:42:49 PM
395,15.70000,120.36667,"San Clemente","osm-id 198496140",,"City (Medium)",01/18/08,12:47:20 PM
394,15.75000,120.55000,"Moncada","osm-id 198492736",,"City (Medium)",01/18/08,12:44:15 PM
392,15.78333,120.43333,"Bayambang","osm-id 198500577",,"City (Medium)",01/18/08,01:22:02 PM
406,15.68333,120.63333,"Ramos","osm-id 198492713",,"City (Medium)",01/18/08,12:44:34 PM
404,15.73333,120.88333,"Munoz","osm-id 198497745",,"City (Medium)",01/18/08,12:41:58 PM
410,15.58333,120.56667,"Gerona","osm-id 198492732",,"City (Medium)",01/18/08,12:44:23 PM
3639,12.41667,124.25000,"San Antonio","osm-id 198500225",,"City (Medium)",01/18/08,12:43:05 PM
408,15.56667,120.31667,"Mayantoc","osm-id 198500369",,"City (Medium)",01/18/08,01:22:03 PM
6044,6.46667,124.88333,"Koronadal","osm-id 198505269",,"City (Medium)",01/18/08,12:48:12 PM
6072,6.61667,125.21667,"Kiblawan","osm-id 198506767",,"City (Medium)",01/18/08,01:20:50 PM
400,15.80000,120.60000,"San Manuel","osm-id 198524815",,"City (Medium)",01/18/08,01:39:26 PM
3882,11.56046,124.39504,"Naval","osm-id 198494021",,"City (Medium)",07/20/08,03:03:08 AM
2721,13.83333,122.76667,"Ragay","osm-id 198498640",,"City (Medium)",01/18/08,12:42:39 PM
402,15.75000,120.61667,"Anao","osm-id 198510040",,"City (Medium)",01/18/08,01:33:43 PM
5849,8.35000,126.01667,"Rosario","osm-id 198527050",,"City (Medium)",01/18/08,01:27:19 PM
372,15.86079,120.60427,"Carmen","osm-id 30917633",,"City (Medium)",01/29/09,03:55:25 AM
371,15.90000,120.70000,"Balungao","osm-id 198502087",,"City (Medium)",01/18/08,01:23:17 PM
4565,10.18333,123.03333,"Isabela","osm-id 198497682",,"City (Medium)",01/18/08,12:41:56 PM
2269,14.38334,121.05001,"Muntinlupa","osm-id 198526387",,"City (Medium)",01/06/09,11:24:31 AM
21,20.30000,121.85000,"Sabtang","osm-id 198525871",,"City (Medium)",12/31/07,12:57:57 PM
367,15.96667,120.70000,"Santa Maria","osm-id 198495559",,"City (Medium)",01/18/08,12:47:35 PM
366,15.85000,120.53333,"Alcala","osm-id 198508284",,"City (Medium)",01/18/08,01:21:57 PM
5765,8.42833,124.34611,"Naawan","osm-id 198490832",,"City (Medium)",02/12/08,02:29:16 PM
370,15.88333,120.63333,"Rosales","osm-id 198498132",,"City (Medium)",01/18/08,12:41:44 PM
229,16.95000,121.28333,"Mayaoyao","osm-id 198530488",,"City (Medium)",01/18/08,01:31:48 PM
368,15.98333,120.81667,"San Quintin","osm-id 198531851",,"City (Medium)",01/18/08,01:30:29 PM
2565,13.90132,121.04987,"Cuenca","osm-id 198514459",,"City (Medium)",12/02/08,02:26:15 PM
3874,11.63333,125.11667,"Calbiga","osm-id 198518565",,"City (Medium)",01/18/08,01:38:44 PM
6040,6.60000,124.85000,"Lutayan","osm-id 198496593",,"City (Medium)",01/18/08,12:41:21 PM
633,15.45000,121.00000,"Santa Rosa","osm-id 198496620",,"City (Medium)",01/18/08,12:41:20 PM
6038,6.55000,124.66667,"Norala","osm-id 198492698",,"City (Medium)",01/18/08,12:44:52 PM
2326,14.27652,121.45066,"Pagsanjan","osm-id 198511695",,"City (Medium)",09/12/08,11:06:10 AM
5340,10.28333,124.95000,"Tomas Oppus","osm-id 198491658",,"City (Medium)",01/18/08,01:25:38 PM
378,15.76205,119.91176,"Sta Cruz","osm-id 312192760",,"City (Medium)",01/29/09,03:55:23 AM
189,17.68333,121.05000,"Lacub","osm-id 198531228",,"City (Medium)",01/18/08,01:29:56 PM
365,15.88333,120.58333,"Santo Tomas","osm-id 198493779",,"City (Medium)",01/18/08,12:45:42 PM
675,14.93839,121.81158,"Panukulan","osm-id 198499546",,"City (Medium)",10/15/08,11:56:56 PM
2321,14.38333,121.48333,"Pakil","osm-id 198506041",,"City (Medium)",04/01/08,05:09:50 PM
3558,13.03333,124.18333,"Prieto Diaz","osm-id 198508354",,"City (Medium)",01/18/08,01:21:44 PM
5399,9.86667,124.20000,"Carmen","osm-id 198529994",,"City (Medium)",01/18/08,01:31:28 PM
5976,7.11242,125.64999,"Lanang","osm-id 330763873",,"City (Medium)",01/29/09,03:55:22 AM
3927,11.58333,125.11667,"Pinabacdao","osm-id 198528058",,"City (Medium)",01/18/08,01:28:03 PM
3944,11.25000,124.75000,"Tunga","osm-id 198497912",,"City (Medium)",01/18/08,12:41:53 PM
209,17.31667,121.63333,"Quezon","osm-id 198509468",,"City (Medium)",01/18/08,01:35:47 PM
3734,11.98333,125.35000,"Can-Avid","osm-id 198491300",,"City (Medium)",01/18/08,01:25:00 PM
217,17.26667,121.73333,"Magsaysay","osm-id 198526475",,"City (Medium)",01/18/08,01:29:49 PM
636,15.33333,121.01667,"Penaranda","osm-id 198528120",,"City (Medium)",01/18/08,01:28:05 PM
3674,12.41667,124.76667,"Mondragon","osm-id 198510664",,"City (Medium)",01/18/08,01:33:12 PM
286,16.28333,119.96667,"Anda","osm-id 198510861",,"City (Medium)",01/18/08,01:33:05 PM
3670,12.53333,125.11667,"Palapag","osm-id 198491021",,"City (Medium)",01/18/08,01:25:55 PM
4689,9.21426,123.51375,"Siquijor","osm-id 198523061",,"City (Medium)",07/18/08,09:00:11 PM
28,18.48333,120.65000,"Burgos","osm-id 198490728",,"City (Medium)",01/18/08,01:27:05 PM
6208,5.08333,119.78333,"Bongao","osm-id 198530708",,"City (Medium)",12/31/07,01:01:15 PM
3671,12.50000,125.01667,"Laoang","osm-id 198520108",,"City (Medium)",01/18/08,01:38:23 PM
2659,13.64865,121.21128,"Lobo","osm-id 310318143",,"City (Medium)",01/29/09,03:55:41 AM
5996,7.05765,125.57317,"Matina","osm-id 330763826",,"City (Medium)",01/29/09,03:55:29 AM
5777,8.10889,124.34556,"Kapai","osm-id 198492549",,"City (Medium)",12/12/08,09:42:33 AM
6189,5.19080,120.06180,"Panglima Sugala","osm-id 198505377",,"City (Medium)",12/12/08,09:42:54 AM
3757,11.80000,124.00000,"Esperanza","osm-id 198506055",,"City (Medium)",01/18/08,12:49:18 PM
3678,12.31667,125.01667,"Las Navas","osm-id 198515854",,"City (Medium)",01/18/08,01:36:06 PM
264,16.61667,120.48333,"Bagulin","osm-id 198505836",,"City (Medium)",01/18/08,12:48:37 PM
263,16.66667,120.46667,"San Gabriel","osm-id 198503829",,"City (Medium)",01/18/08,01:24:24 PM
5958,7.11301,125.61149,"Buhangin","osm-id 325092851",,"City (Medium)",01/29/09,03:55:21 AM
267,16.53333,120.41667,"Naguilian","osm-id 198492731",,"City (Medium)",01/18/08,12:44:19 PM
4513,10.65000,123.36667,"Calatrava","osm-id 198504308",,"City (Medium)",01/18/08,01:24:34 PM
260,16.71667,120.65000,"Kibungan","osm-id 198518447",,"City (Medium)",01/18/08,01:38:51 PM
259,16.85000,120.80000,"Mankayan","osm-id 198510556",,"City (Medium)",01/18/08,01:34:06 PM
258,16.80000,120.60000,"Sugpon","osm-id 198506123",,"City (Medium)",01/18/08,12:49:12 PM
6048,6.97246,125.47502,"Sirawan","osm-id 325095225",,"City (Medium)",01/29/09,03:54:27 AM
262,16.66667,120.36667,"San Juan","osm-id 198505121",,"City (Medium)",01/18/08,12:48:18 PM
4418,11.05000,122.78333,"Banate","osm-id 198506062",,"City (Medium)",01/18/08,12:49:16 PM
3676,12.46667,124.86667,"San Roque","osm-id 198492743",,"City (Medium)",01/18/08,12:44:12 PM
89,18.08333,120.51667,"Paoay","osm-id 198532443",,"City (Medium)",01/18/08,01:30:57 PM
4491,10.81667,122.71667,"Dumangas","osm-id 198491258",,"City (Medium)",01/18/08,01:25:05 PM
3556,13.06667,124.03333,"Bacon","osm-id 198491631",,"City (Medium)",01/18/08,01:24:42 PM
3555,13.08333,123.88333,"Manito","osm-id 198513213",,"City (Medium)",01/18/08,01:37:52 PM
270,16.60000,120.60000,"Kapangan","osm-id 198501724",,"City (Medium)",01/18/08,01:23:05 PM
5885,7.71667,124.96667,"Don Carlos","osm-id 198496680",,"City (Medium)",01/18/08,12:41:18 PM
268,16.53333,120.46667,"Burgos","osm-id 198532106",,"City (Medium)",01/18/08,01:30:41 PM
3552,13.23333,124.05000,"Rapu-Rapu","osm-id 198497832",,"City (Medium)",01/18/08,12:41:51 PM
3948,11.38333,124.90000,"Babatngon","osm-id 198505394",,"City (Medium)",01/18/08,12:48:04 PM
271,16.56667,120.70000,"Atok","osm-id 198524242",,"City (Medium)",01/18/08,01:39:52 PM
316,16.23907,120.52073,"Tuba","osm-id 30917622","Camp 1","City (Medium)",01/29/09,03:55:35 AM
6014,6.68333,124.15000,"Lebak","osm-id 198531128",,"City (Medium)",01/18/08,01:29:52 PM
6012,6.83333,124.38333,"Ampatuan","osm-id 198491098",,"City (Medium)",01/18/08,01:26:15 PM
6020,6.93333,124.63333,"Sultan sa Barongis","osm-id 198490741",,"City (Medium)",01/18/08,01:27:07 PM
319,16.18333,120.56667,"Sison","osm-id 198502105",,"City (Medium)",01/18/08,01:23:16 PM
318,16.20778,120.50618,"Rosario","osm-id 30917631",,"City (Medium)",01/29/09,03:55:36 AM
312,16.31667,120.55000,"Tuba","osm-id 198529122",,"City (Medium)",01/18/08,01:31:07 PM
625,14.19524,120.87861,"Indang","osm-id 198528626",,"City (Medium)",11/12/08,03:26:55 PM
6006,7.05000,126.10000,"Lupon","osm-id 198523008",,"City (Medium)",01/18/08,01:40:13 PM
315,16.25000,120.45000,"Rosario","osm-id 198494440",,"City (Medium)",01/18/08,12:46:52 PM
314,16.28333,120.48333,"Pugo","osm-id 198522459",,"City (Medium)",01/18/08,01:40:31 PM
6010,6.96667,124.41667,"Talayan","osm-id 198522524",,"City (Medium)",01/18/08,01:40:43 PM
2223,14.45000,121.33333,"Pililla","osm-id 198516078",,"City (Medium)",04/01/08,05:16:25 PM
2301,14.31311,121.10552,"Santa Rosa","osm-id 198503203",,"City (Medium)",06/06/08,01:22:24 PM
6022,6.95000,124.93333,"M""lang","osm-id 198492652",,"City (Medium)",01/18/08,12:45:16 PM
2682,13.50491,120.94804,"Puerto Galera","osm-id 198522202",,"City (Medium)",11/22/08,12:53:15 PM
324,16.15000,119.96667,"Alaminos","osm-id 198530652",,"City (Medium)",01/18/08,01:32:03 PM
5854,8.16667,126.08333,"Bunawan","osm-id 198495019",,"City (Medium)",01/18/08,12:46:40 PM
169,16.95000,120.91667,"Sabangan","osm-id 198525465",,"City (Medium)",01/29/09,03:55:33 AM
6016,7.00000,124.48333,"Datu Piang","osm-id 198500959",,"City (Medium)",01/18/08,01:22:41 PM
323,16.03333,119.85000,"Burgos","osm-id 198517858",,"City (Medium)",01/18/08,01:39:01 PM
322,16.11667,119.81667,"Agno","osm-id 198526656",,"City (Medium)",01/18/08,01:29:46 PM
6025,6.96186,125.08531,"Makilala","osm-id 198496326",,"City (Medium)",06/01/08,11:50:08 AM
5995,7.06668,125.55621,"Bangkal","osm-id 325092721",,"City (Medium)",01/29/09,03:55:16 AM
5994,7.05765,125.54506,"Ulas","osm-id 325094629",,"City (Medium)",01/29/09,03:54:38 AM
4829,7.77390,123.13890,"Kumalarang","osm-id 198505901",,"City (Medium)",02/12/08,02:29:29 PM
310,16.41667,120.91667,"Kayapa","osm-id 198490752",,"City (Medium)",01/18/08,01:26:37 PM
303,16.35000,120.43333,"Tubao","osm-id 198498107",,"City (Medium)",01/18/08,12:41:43 PM
4817,8.01667,123.33333,"Midsalip","osm-id 198522426",,"City (Medium)",01/18/08,01:40:35 PM
5990,7.08078,125.62403,"Agdao","osm-id 330763835",,"City (Medium)",01/29/09,03:55:30 AM
299,16.51667,120.51667,"Sablan","osm-id 198502405",,"City (Medium)",01/18/08,01:23:31 PM
5549,9.61667,124.06667,"Lila","osm-id 198506294",,"City (Medium)",01/18/08,12:49:08 PM
3943,11.25000,124.68333,"Carigara","osm-id 198529544",,"City (Medium)",01/18/08,01:31:22 PM
61,18.35000,121.51667,"Ballesteros","osm-id 198514250",,"City (Medium)",01/18/08,01:37:21 PM
